moniker_clean,ABSTAIN,NO,NO_VOTE,NO_WITH_VETO,WEIGHTED_VOTE,YES,votingPower,validatorAddress,pca_x,pca_y,cluster
Perseverance,0,0.03030303,0.575757576,0.121212121,0,0.272727273,0.000592,"['crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3', 'crocncl13up2ue4ttsnp83a84vauyn7449wut09ru0p2y3']",2.550950837,-0.778355356,1
The Abyss,0,0,0.958333333,0,0,0.041666667,0.00056,"['crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze', 'crocncl1sqdy4mctg3nq54vsg2ty076xawqv0lp86rprze']",-1.158953782,-0.09239722,0
SiriusNodes,0,0,1,0,0,0,0.000559,"['crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr', 'crocncl165anh8eq4j3mwpc0xaf0pqa07553qay6mr2nhr']",-1.434095004,0.006406911,0
CroFans Autocompound,0,0.060606061,0.545454545,0.151515152,0,0.242424242,0.00054,"['crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry', 'crocncl10skwvezaqkngyw9uyskzsqe2cu8jc2ysrrndry']",3.332236719,-0.858390255,1
Ariane 6,0.028571429,0.028571429,0.571428571,0.028571429,0,0.342857143,0.000535,"['crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup', 'crocncl1s2dl5z0u3e9rfywry6c6dw8vytmgs9m0d8sjup']",2.107519259,0.067997233,1
EU Cloud,0,0,0.958333333,0.041666667,0,0,0.000534,"['crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5', 'crocncl1xx89etu4d67qn0l2ya2sxncmc4v030f9v4lcs5']",-0.88284243,0.012753971,0
greennodept,0,0.090909091,0.606060606,0,0,0.303030303,0.000502,"['crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv', 'crocncl1thva00v7t9xzjhdc99dhe3wvldxun9933ggvvv']",2.308364943,-1.181694065,1
CroKnight,0,0,0.8,0,0,0.2,0.000348,"['crocncl1l4uxrerv08y02qjxrpczg6ts65f85arczpug4t', 'crocncl1l4uxrerv08y02qjxrpczg6ts65f85arczpug4t', 'crocncl1l4uxrerv08y02qjxrpczg6ts65f85arczpug4t', 'crocncl1l4uxrerv08y02qjxrpczg6ts65f85arczpug4t', 'crocncl1l4uxrerv08y02qjxrpczg6ts65f85arczpug4t']",-0.113417137,-0.467852919,0
ECO Stake REStakeapp,0,0.058823529,0.529411765,0.147058824,0,0.264705882,0.000459,"['crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9', 'crocncl10mfs428fyntu296dgh5fmhvdzrr2stlaekcrp9']",3.386267825,-0.902699137,1
Virtuoso,0.1,0.033333333,0.733333333,0,0,0.133333333,0.000489,"['crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv', 'crocncl1zhyx4hmrzx574tmju7cvq0kwursdyc98su3dkv']",1.317882672,3.080444539,2
Abyss Finance,0,0,0.958333333,0,0,0.041666667,0.000471,"['crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8', 'crocncl17ph30pdn43yggj7d72dhztlzwwxnkfj9gn85h8']",-1.158953782,-0.09239722,0
PoS Node,0.0625,0.03125,0.5625,0.15625,0,0.1875,0.000463,"['crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u', 'crocncl16ymuff6az7m5ac663e8dx9t072pjj02uhxpj6u']",3.240480436,1.650671782,2
